ticket_id,product,feature,issue_description,resolution_status
36943805,Wireless Headphones,Connectivity,The headphones are experiencing frequent connection issues.,Unresolved
23570472,Gaming Console,Online Services,The online services are frequently experiencing server outages.,Resolved
43578627,Desktop Computer,RAM,The computer RAM is maxed out leading to poor overall performance.,Escalated
47480927,Wireless Earbuds,Audio Quality,The earbuds are unable to provide the expected level of audio clarity and fidelity.,Unresolved
13622089,Wireless Earbuds,Audio Quality,The earbuds are unable to provide the expected level of audio clarity and fidelity.,Resolved
32825748,Gaming Console,Performance,The console is struggling to maintain a consistent frame rate.,Resolved
82441283,Portable Speaker,Connectivity,The speaker is experiencing frequent connection issues.,Escalated
82245336,Portable Speaker,Battery Life,The speaker battery life is significantly shorter than advertised.,Resolved
29041185,Wireless Headphones,Audio Quality,The audio quality is distorted especially at higher volumes.,Unresolved
67917136,Wireless Earbuds,Controls,The touch controls on the earbuds are unresponsive and difficult to use.,Escalated
34084004,Gaming Console,Online Services,The online services are frequently experiencing server outages.,Resolved
76217046,Wireless Earbuds,Connectivity,The earbuds keep disconnecting from the user device.,Resolved
51750557,Smartphone,Camera,The camera is not capturing clear photos.,Resolved
76176379,Desktop Computer,Connectivity,The computer is unable to connect to the internet or peripheral devices.,Escalated
42195069,Smartphone,Connectivity,The phone is experiencing frequent drops in cellular connectivity.,Unresolved
16332132,Portable Speaker,Audio Quality,The speaker sound quality is not meeting the user expectations.,Escalated
26728182,Laptop,Storage,The laptop storage is full preventing the user from saving new files.,Resolved
31183845,Gaming Console,Online Services,The online multiplayer services are unreliable and laggy.,Resolved
65984889,Desktop Computer,Graphics,The computer graphics capabilities are not meeting the user expectations.,Unresolved
92734694,Laptop,Processor,The laptop performance is sluggish especially with intensive tasks.,Unresolved
12835239,Gaming Console,Online Services,The online services are frequently experiencing server outages.,Unresolved
64670569,Portable Speaker,Battery Life,The speaker battery drains quickly even with minimal use.,Escalated
51177304,Desktop Computer,Processor,The computer performance is sluggish especially with multitasking.,Resolved
17636480,Gaming Console,Game Library,The user is unable to find the specific games they want to play.,Resolved
55322462,Smartwatch,Battery Life,The watch battery is not lasting as long as expected between charges.,Escalated
26245461,Wireless Headphones,Connectivity,The headphones Bluetooth connectivity is unreliable.,Escalated
56109382,Smartwatch,Battery Life,The watch battery is draining too fast even with moderate use.,Resolved
31720556,Laptop,Storage,The laptop storage is filling up quickly leaving little space for new data.,Resolved
55774592,Wireless Earbuds,Connectivity,The earbuds Bluetooth connectivity is unreliable causing disruptions.,Resolved
43279438,Gaming Console,Controller,The controller is not registering inputs properly.,Resolved
99929262,Smartwatch,Connectivity,The watch Bluetooth connectivity is unreliable causing connection problems.,Resolved
17598621,Desktop Computer,RAM,The computer is experiencing frequent crashes and freezes due to insufficient RAM.,Unresolved
13868584,Laptop,Display,The laptop display is showing signs of discoloration and image distortion.,Unresolved
42852367,Smartwatch,Battery Life,The watch battery is not lasting as long as expected between charges.,Resolved
58492182,Smartwatch,Smart Features,The user is unable to fully utilize the watch smart capabilities as expected.,Unresolved
30591875,Portable Speaker,Durability,The speaker is not as durable as expected compromising its usability.,Escalated
74974017,Portable Speaker,Battery Life,The speaker battery life is significantly shorter than advertised.,Escalated
60352166,Gaming Console,Online Services,The online multiplayer services are unreliable and laggy.,Resolved
51717358,Portable Speaker,Durability,The speaker build quality is not up to par affecting its lifespan.,Escalated
83523377,Wireless Headphones,Connectivity,The headphones Bluetooth connectivity is unreliable.,Resolved
85792517,Smartwatch,Battery Life,The watch battery is not lasting as long as expected between charges.,Unresolved
16829496,Wireless Earbuds,Battery Life,The earbuds battery life is short requiring frequent charging.,Escalated
79923282,Smartwatch,Smart Features,The watch smart features such as notifications are not working properly.,Resolved
67953396,Wireless Headphones,Connectivity,The headphones keep disconnecting from the device.,Escalated
23201908,Wireless Headphones,Controls,The headphones controls are not functioning as expected.,Escalated
60279954,Wireless Earbuds,Controls,The touch controls on the earbuds are unresponsive and difficult to use.,Unresolved
38261907,Wireless Earbuds,Battery Life,The earbuds battery life is significantly shorter than advertised.,Escalated
26725442,Smartwatch,Fitness Tracking,The watch is not accurately tracking the user fitness activities.,Resolved
68810122,Gaming Console,Game Library,The user is disappointed by the lack of new game releases.,Unresolved
82041643,Wireless Headphones,Connectivity,The headphones are experiencing frequent connection issues.,Escalated
59913314,Gaming Console,Controller,The controller is not registering inputs properly.,Escalated
48193161,Wireless Headphones,Connectivity,The headphones keep disconnecting from the device.,Resolved
96731785,Smartphone,Connectivity,The phone is experiencing frequent drops in cellular connectivity.,Escalated
25105402,Laptop,Battery,The laptop battery life is significantly shorter than advertised.,Unresolved
34561353,Wireless Headphones,Connectivity,The headphones Bluetooth connectivity is unreliable.,Unresolved
87447781,Wireless Earbuds,Controls,The user is unable to effectively control the earbuds features due to issues with the controls.,Resolved
77693221,Wireless Headphones,Audio Quality,The audio quality is distorted especially at higher volumes.,Resolved
74431194,Wireless Earbuds,Connectivity,The earbuds are experiencing frequent connection issues.,Escalated
84965827,Wireless Earbuds,Controls,The user is unable to effectively control the earbuds features due to issues with the controls.,Escalated
45973256,Wireless Earbuds,Audio Quality,The audio quality of the earbuds is poor with frequent static and distortion.,Resolved
22549799,Wireless Earbuds,Controls,The earbuds controls are not functioning as expected frustrating the user.,Escalated
56142710,Smartwatch,Battery Life,The watch battery is draining too fast even with moderate use.,Resolved
42096743,Wireless Earbuds,Controls,The touch controls on the earbuds are unresponsive and difficult to use.,Unresolved
59439591,Smartphone,Battery,The battery is draining too quickly.,Resolved
24749610,Portable Speaker,Connectivity,The speaker is experiencing frequent connection issues.,Unresolved
83812395,Smartphone,Display,The display is showing distorted colors.,Resolved
22117576,Smartwatch,Smart Features,The user is unable to fully utilize the watch smart capabilities as expected.,Resolved
38170554,Laptop,Storage,The laptop storage is full preventing the user from saving new files.,Unresolved
39562994,Smartphone,Display,The display is showing distorted colors.,Escalated
83844450,Gaming Console,Game Library,The user is unable to find the specific games they want to play.,Escalated
49228755,Gaming Console,Online Services,The online multiplayer services are unreliable and laggy.,Resolved
83896546,Smartwatch,Connectivity,The watch is unable to connect to the user smartphone.,Unresolved
13133488,Wireless Headphones,Audio Quality,The audio quality is distorted especially at higher volumes.,Resolved
82564991,Smartphone,Connectivity,The phone is experiencing frequent drops in cellular connectivity.,Unresolved
23154082,Wireless Earbuds,Audio Quality,The user is dissatisfied with the sound quality delivered by the earbuds.,Resolved
96182059,Portable Speaker,Durability,The speaker is not as durable as expected compromising its usability.,Unresolved
62250653,Wireless Headphones,Controls,The headphones controls are difficult to use and navigate.,Escalated
19953184,Gaming Console,Controller,The controller is not registering inputs properly.,Unresolved
59554880,Desktop Computer,Graphics,The computer is unable to handle graphics-intensive applications effectively.,Unresolved
